ano,uf,municipio,pib_pc
2020,RO,alta floresta d'oeste," 25.091,18 "
2020,RO,ariquemes," 25.730,20 "
2020,RO,cabixi," 32.226,25 "
2020,RO,cacoal," 29.331,29 "
2020,RO,cerejeiras," 37.069,25 "
2020,RO,colorado do oeste," 23.605,94 "
2020,RO,corumbiara," 37.171,83 "
2020,RO,costa marques," 13.936,50 "
2020,RO,espigão d'oeste," 20.380,20 "
2020,RO,guajará-mirim," 21.148,43 "
2020,RO,jaru," 32.256,26 "
2020,RO,ji-paraná," 31.210,35 "
2020,RO,machadinho d'oeste," 17.136,50 "
2020,RO,nova brasilândia d'oeste," 19.687,14 "
2020,RO,ouro preto do oeste," 24.769,65 "
2020,RO,pimenta bueno," 36.909,05 "
2020,RO,porto velho," 36.059,36 "
2020,RO,presidente médici," 24.996,99 "
2020,RO,rio crespo," 35.115,80 "
2020,RO,rolim de moura," 25.229,33 "
2020,RO,santa luzia d'oeste," 25.223,38 "
2020,RO,vilhena," 30.847,95 "
2020,RO,são miguel do guaporé," 31.663,33 "
2020,RO,nova mamoré," 19.173,98 "
2020,RO,alvorada d'oeste," 20.525,54 "
2020,RO,alto alegre dos parecis," 24.484,67 "
2020,RO,alto paraíso," 18.143,32 "
2020,RO,buritis," 19.368,23 "
2020,RO,novo horizonte do oeste," 22.223,57 "
2020,RO,cacaulândia," 26.984,16 "
2020,RO,campo novo de rondônia," 23.267,45 "
2020,RO,candeias do jamari," 20.560,09 "
2020,RO,castanheiras," 26.921,80 "
2020,RO,chupinguaia," 32.677,85 "
2020,RO,cujubim," 16.493,48 "
2020,RO,governador jorge teixeira," 26.942,95 "
2020,RO,itapuã do oeste," 18.116,96 "
2020,RO,ministro andreazza," 23.529,88 "
2020,RO,mirante da serra," 21.417,31 "
2020,RO,monte negro," 21.300,12 "
2020,RO,nova união," 18.685,84 "
2020,RO,parecis," 19.495,63 "
2020,RO,pimenteiras do oeste," 69.296,61 "
2020,RO,primavera de rondônia," 23.949,20 "
2020,RO,são felipe d'oeste," 20.192,81 "
2020,RO,são francisco do guaporé," 19.234,60 "
2020,RO,seringueiras," 21.146,51 "
2020,RO,teixeirópolis," 23.001,25 "
2020,RO,theobroma," 20.493,15 "
2020,RO,urupá," 20.209,46 "
2020,RO,vale do anari," 15.885,58 "
2020,RO,vale do paraíso," 24.228,97 "
2020,AC,acrelândia," 19.525,15 "
2020,AC,assis brasil," 12.864,39 "
2020,AC,brasiléia," 17.981,49 "
2020,AC,bujari," 17.640,84 "
2020,AC,capixaba," 12.101,74 "
2020,AC,cruzeiro do sul," 17.024,21 "
2020,AC,epitaciolândia," 23.156,18 "
2020,AC,feijó," 11.263,93 "
2020,AC,jordão," 10.020,96 "
2020,AC,mâncio lima," 11.955,02 "
2020,AC,manoel urbano," 14.342,93 "
2020,AC,marechal thaumaturgo," 11.116,99 "
2020,AC,plácido de castro," 13.377,82 "
2020,AC,porto walter," 10.640,19 "
2020,AC,rio branco," 23.171,69 "
2020,AC,rodrigues alves," 10.474,43 "
2020,AC,santa rosa do purus," 12.525,97 "
2020,AC,senador guiomard," 15.389,06 "
2020,AC,sena madureira," 12.490,26 "
2020,AC,tarauacá," 12.046,86 "
2020,AC,xapuri," 14.903,31 "
2020,AC,porto acre," 12.948,19 "
2020,AM,alvarães," 11.995,57 "
2020,AM,amaturá," 8.689,30 "
2020,AM,anamã," 9.310,13 "
2020,AM,anori," 10.017,54 "
2020,AM,apuí," 12.170,22 "
2020,AM,atalaia do norte," 8.469,49 "
2020,AM,autazes," 11.092,32 "
2020,AM,barcelos," 7.544,40 "
2020,AM,barreirinha," 9.652,53 "
2020,AM,benjamin constant," 7.951,34 "
2020,AM,beruri," 9.068,84 "
2020,AM,boa vista do ramos," 8.229,50 "
2020,AM,boca do acre," 13.740,43 "
2020,AM,borba," 8.659,19 "
2020,AM,caapiranga," 12.845,71 "
2020,AM,canutama," 8.440,09 "
2020,AM,carauari," 12.591,08 "
2020,AM,careiro," 9.480,38 "
2020,AM,careiro da várzea," 12.129,31 "
2020,AM,coari," 22.387,52 "
2020,AM,codajás," 17.107,74 "
2020,AM,eirunepé," 14.089,95 "
2020,AM,envira," 8.738,08 "
2020,AM,fonte boa," 11.589,68 "
2020,AM,guajará," 8.703,05 "
2020,AM,humaitá," 13.907,15 "
2020,AM,ipixuna," 6.363,46 "
2020,AM,iranduba," 14.855,29 "
2020,AM,itacoatiara," 22.140,55 "
2020,AM,itamarati," 13.758,73 "
2020,AM,itapiranga," 14.541,96 "
2020,AM,japurá," 28.047,08 "
2020,AM,juruá," 8.093,56 "
2020,AM,jutaí," 18.207,98 "
2020,AM,lábrea," 11.856,93 "
2020,AM,manacapuru," 14.543,88 "
2020,AM,manaquiri," 8.305,92 "
2020,AM,manaus," 41.345,11 "
2020,AM,manicoré," 10.981,24 "
2020,AM,maraã," 8.150,30 "
2020,AM,maués," 8.703,05 "
2020,AM,nhamundá," 8.660,31 "
2020,AM,nova olinda do norte," 7.730,57 "
2020,AM,novo airão," 8.750,36 "
2020,AM,novo aripuanã," 8.431,61 "
2020,AM,parintins," 11.448,73 "
2020,AM,pauini," 8.970,30 "
2020,AM,presidente figueiredo," 22.304,99 "
2020,AM,rio preto da eva," 10.982,88 "
2020,AM,santa isabel do rio negro," 6.079,84 "
2020,AM,santo antônio do içá," 9.822,89 "
2020,AM,são gabriel da cachoeira," 8.133,70 "
2020,AM,são paulo de olivença," 7.539,80 "
2020,AM,são sebastião do uatumã," 8.913,14 "
2020,AM,silves," 14.497,22 "
2020,AM,tabatinga," 9.724,24 "
2020,AM,tapauá," 12.857,93 "
2020,AM,tefé," 15.811,86 "
2020,AM,tonantins," 8.395,52 "
2020,AM,uarini," 14.985,24 "
2020,AM,urucará," 19.023,02 "
2020,AM,urucurituba," 8.301,07 "
2020,RR,amajari," 15.021,27 "
2020,RR,alto alegre," 26.637,07 "
2020,RR,boa vista," 28.180,99 "
2020,RR,bonfim," 33.246,22 "
2020,RR,cantá," 17.295,69 "
2020,RR,caracaraí," 18.420,70 "
2020,RR,caroebe," 21.925,94 "
2020,RR,iracema," 14.820,05 "
2020,RR,mucajaí," 19.185,75 "
2020,RR,normandia," 16.892,62 "
2020,RR,pacaraima," 15.358,91 "
2020,RR,rorainópolis," 20.688,53 "
2020,RR,são joão da baliza," 31.400,66 "
2020,RR,são luiz," 20.364,42 "
2020,RR,uiramutã," 11.985,64 "
2020,PA,abaetetuba," 10.413,48 "
2020,PA,abel figueiredo," 12.780,87 "
2020,PA,acará," 15.840,52 "
2020,PA,afuá," 11.075,99 "
2020,PA,água azul do norte," 19.236,57 "
2020,PA,alenquer," 12.114,02 "
2020,PA,almeirim," 18.417,18 "
2020,PA,altamira," 22.044,21 "
2020,PA,anajás," 7.703,25 "
2020,PA,ananindeua," 15.201,46 "
2020,PA,anapu," 18.232,72 "
2020,PA,augusto corrêa," 7.874,67 "
2020,PA,aurora do pará," 8.419,97 "
2020,PA,aveiro," 8.461,75 "
2020,PA,bagre," 7.433,19 "
2020,PA,baião," 12.704,23 "
2020,PA,bannach," 30.851,86 "
2020,PA,barcarena," 58.550,40 "
2020,PA,belém," 20.562,10 "
2020,PA,belterra," 10.460,11 "
2020,PA,benevides," 26.267,84 "
2020,PA,bom jesus do tocantins," 12.141,30 "
2020,PA,bonito," 11.473,87 "
2020,PA,bragança," 10.682,63 "
2020,PA,brasil novo," 21.505,04 "
2020,PA,brejo grande do araguaia," 12.026,82 "
2020,PA,breu branco," 10.220,80 "
2020,PA,breves," 8.185,99 "
2020,PA,bujaru," 16.596,70 "
2020,PA,cachoeira do piriá," 6.231,85 "
2020,PA,cachoeira do arari," 9.575,58 "
2020,PA,cametá," 9.561,65 "
2020,PA,canaã dos carajás," 591.101,11 "
2020,PA,capanema," 17.673,47 "
2020,PA,capitão poço," 12.951,42 "
2020,PA,castanhal," 21.122,55 "
2020,PA,chaves," 9.117,43 "
2020,PA,colares," 7.669,86 "
2020,PA,conceição do araguaia," 12.955,95 "
2020,PA,concórdia do pará," 9.548,28 "
2020,PA,cumaru do norte," 29.652,99 "
2020,PA,curionópolis," 36.114,66 "
2020,PA,curralinho," 7.626,05 "
2020,PA,curuá," 9.612,22 "
2020,PA,curuçá," 8.140,03 "
2020,PA,dom eliseu," 12.952,18 "
2020,PA,eldorado do carajás," 15.342,53 "
2020,PA,faro," 8.992,73 "
2020,PA,floresta do araguaia," 20.176,54 "
2020,PA,garrafão do norte," 9.819,43 "
2020,PA,goianésia do pará," 9.054,66 "
2020,PA,gurupá," 8.722,93 "
2020,PA,igarapé-açu," 9.718,81 "
2020,PA,igarapé-miri," 9.957,57 "
2020,PA,inhangapi," 13.134,72 "
2020,PA,ipixuna do pará," 9.252,60 "
2020,PA,irituia," 7.643,05 "
2020,PA,itaituba," 25.900,08 "
2020,PA,itupiranga," 12.339,48 "
2020,PA,jacareacanga," 75.936,80 "
2020,PA,jacundá," 8.846,22 "
2020,PA,juruti," 23.180,49 "
2020,PA,limoeiro do ajuru," 16.551,60 "
2020,PA,mãe do rio," 10.719,26 "
2020,PA,magalhães barata," 10.870,62 "
2020,PA,marabá," 45.602,10 "
2020,PA,maracanã," 8.655,11 "
2020,PA,marapanim," 8.701,20 "
2020,PA,marituba," 15.576,91 "
2020,PA,medicilândia," 27.408,74 "
2020,PA,melgaço," 7.035,00 "
2020,PA,mocajuba," 15.738,68 "
2020,PA,moju," 15.227,44 "
2020,PA,mojuí dos campos," 11.992,63 "
2020,PA,monte alegre," 12.210,07 "
2020,PA,muaná," 7.874,96 "
2020,PA,nova esperança do piriá," 12.000,81 "
2020,PA,nova ipixuna," 10.036,28 "
2020,PA,nova timboteua," 9.267,06 "
2020,PA,novo progresso," 32.078,77 "
2020,PA,novo repartimento," 12.171,19 "
2020,PA,óbidos," 17.152,06 "
2020,PA,oeiras do pará," 13.440,70 "
2020,PA,oriximiná," 33.818,92 "
2020,PA,ourém," 11.317,44 "
2020,PA,ourilândia do norte," 23.262,47 "
2020,PA,pacajá," 14.941,10 "
2020,PA,palestina do pará," 10.942,25 "
2020,PA,paragominas," 32.988,59 "
2020,PA,parauapebas," 177.992,21 "
2020,PA,pau d'arco," 17.996,91 "
2020,PA,peixe-boi," 8.133,00 "
2020,PA,piçarra," 21.163,94 "
2020,PA,placas," 9.760,84 "
2020,PA,ponta de pedras," 7.824,38 "
2020,PA,portel," 13.985,99 "
2020,PA,porto de moz," 8.336,14 "
2020,PA,prainha," 11.476,60 "
2020,PA,primavera," 27.231,08 "
2020,PA,quatipuru," 8.115,73 "
2020,PA,redenção," 23.710,97 "
2020,PA,rio maria," 31.395,51 "
2020,PA,rondon do pará," 11.904,57 "
2020,PA,rurópolis," 8.069,92 "
2020,PA,salinópolis," 13.902,68 "
2020,PA,salvaterra," 8.037,37 "
2020,PA,santa bárbara do pará," 10.196,64 "
2020,PA,santa cruz do arari," 7.913,19 "
2020,PA,santa izabel do pará," 11.242,38 "
2020,PA,santa luzia do pará," 9.506,34 "
2020,PA,santa maria das barreiras," 33.661,09 "
2020,PA,santa maria do pará," 12.318,34 "
2020,PA,santana do araguaia," 14.967,72 "
2020,PA,santarém," 17.950,24 "
2020,PA,santarém novo," 7.551,36 "
2020,PA,santo antônio do tauá," 13.538,43 "
2020,PA,são caetano de odivelas," 8.702,57 "
2020,PA,são domingos do araguaia," 11.764,62 "
2020,PA,são domingos do capim," 11.574,83 "
2020,PA,são félix do xingu," 11.939,09 "
2020,PA,são francisco do pará," 15.154,57 "
2020,PA,são geraldo do araguaia," 24.266,56 "
2020,PA,são joão da ponta," 8.424,23 "
2020,PA,são joão de pirabas," 7.745,77 "
2020,PA,são joão do araguaia," 11.629,44 "
2020,PA,são miguel do guamá," 12.113,08 "
2020,PA,são sebastião da boa vista," 8.466,33 "
2020,PA,sapucaia," 19.013,71 "
2020,PA,senador josé porfírio," 17.358,01 "
2020,PA,soure," 8.500,36 "
2020,PA,tailândia," 9.896,47 "
2020,PA,terra alta," 6.509,40 "
2020,PA,terra santa," 22.899,64 "
2020,PA,tomé-açu," 12.732,03 "
2020,PA,tracuateua," 9.458,60 "
2020,PA,trairão," 14.418,84 "
2020,PA,tucumã," 21.472,56 "
2020,PA,tucuruí," 39.674,02 "
2020,PA,ulianópolis," 30.567,53 "
2020,PA,uruará," 15.782,02 "
2020,PA,vigia," 7.733,05 "
2020,PA,viseu," 10.032,98 "
2020,PA,vitória do xingu," 250.970,45 "
2020,PA,xinguara," 31.336,01 "
2020,AP,serra do navio," 14.822,34 "
2020,AP,amapá," 17.165,55 "
2020,AP,pedra branca do amapari," 27.493,88 "
2020,AP,calçoene," 16.058,38 "
2020,AP,cutias," 14.332,96 "
2020,AP,ferreira gomes," 65.169,94 "
2020,AP,itaubal," 14.389,05 "
2020,AP,laranjal do jari," 20.142,52 "
2020,AP,macapá," 22.880,70 "
2020,AP,mazagão," 16.485,98 "
2020,AP,oiapoque," 17.494,76 "
2020,AP,porto grande," 16.993,05 "
2020,AP,pracuúba," 14.632,36 "
2020,AP,santana," 19.020,14 "
2020,AP,tartarugalzinho," 13.849,97 "
2020,AP,vitória do jari," 13.794,34 "
2020,TO,abreulândia," 29.564,14 "
2020,TO,aguiarnópolis," 22.992,14 "
2020,TO,aliança do tocantins," 29.076,87 "
2020,TO,almas," 25.691,39 "
2020,TO,alvorada," 48.558,05 "
2020,TO,ananás," 14.827,41 "
2020,TO,angico," 12.109,14 "
2020,TO,aparecida do rio negro," 43.143,68 "
2020,TO,aragominas," 13.716,56 "
2020,TO,araguacema," 36.256,69 "
2020,TO,araguaçu," 32.451,51 "
2020,TO,araguaína," 25.965,12 "
2020,TO,araguanã," 13.552,63 "
2020,TO,araguatins," 12.880,85 "
2020,TO,arapoema," 54.054,62 "
2020,TO,arraias," 18.573,34 "
2020,TO,augustinópolis," 15.615,46 "
2020,TO,aurora do tocantins," 13.631,47 "
2020,TO,axixá do tocantins," 12.862,98 "
2020,TO,babaçulândia," 11.935,39 "
2020,TO,bandeirantes do tocantins," 35.286,65 "
2020,TO,barra do ouro," 15.863,52 "
2020,TO,barrolândia," 19.051,87 "
2020,TO,bernardo sayão," 18.535,24 "
2020,TO,bom jesus do tocantins," 25.275,47 "
2020,TO,brasilândia do tocantins," 25.019,01 "
2020,TO,brejinho de nazaré," 40.467,00 "
2020,TO,buriti do tocantins," 10.205,91 "
2020,TO,cachoeirinha," 14.784,13 "
2020,TO,campos lindos," 46.047,99 "
2020,TO,cariri do tocantins," 89.401,02 "
2020,TO,carmolândia," 17.446,12 "
2020,TO,carrasco bonito," 11.072,91 "
2020,TO,caseara," 82.489,74 "
2020,TO,centenário," 22.314,82 "
2020,TO,chapada de areia," 23.464,67 "
2020,TO,chapada da natividade," 27.491,08 "
2020,TO,colinas do tocantins," 22.179,14 "
2020,TO,combinado," 15.055,34 "
2020,TO,conceição do tocantins," 15.058,64 "
2020,TO,couto magalhães," 23.387,97 "
2020,TO,cristalândia," 25.310,02 "
2020,TO,crixás do tocantins," 36.063,56 "
2020,TO,darcinópolis," 35.243,14 "
2020,TO,dianópolis," 31.530,94 "
2020,TO,divinópolis do tocantins," 24.974,12 "
2020,TO,dois irmãos do tocantins," 20.044,25 "
2020,TO,dueré," 35.220,81 "
2020,TO,esperantina," 9.630,98 "
2020,TO,fátima," 20.790,02 "
2020,TO,figueirópolis," 42.377,33 "
2020,TO,filadélfia," 13.243,39 "
2020,TO,formoso do araguaia," 24.263,49 "
2020,TO,tabocão," 84.696,24 "
2020,TO,goianorte," 21.324,42 "
2020,TO,goiatins," 13.372,35 "
2020,TO,guaraí," 28.287,10 "
2020,TO,gurupi," 29.052,60 "
2020,TO,ipueiras," 18.179,46 "
2020,TO,itacajá," 16.277,42 "
2020,TO,itaguatins," 12.572,29 "
2020,TO,itapiratins," 30.439,42 "
2020,TO,itaporã do tocantins," 23.354,90 "
2020,TO,jaú do tocantins," 20.415,54 "
2020,TO,juarina," 16.561,10 "
2020,TO,lagoa da confusão," 76.362,00 "
2020,TO,lagoa do tocantins," 18.117,99 "
2020,TO,lajeado," 21.301,10 "
2020,TO,lavandeira," 15.486,52 "
2020,TO,lizarda," 13.972,33 "
2020,TO,luzinópolis," 38.614,32 "
2020,TO,marianópolis do tocantins," 40.130,13 "
2020,TO,mateiros," 83.560,61 "
2020,TO,maurilândia do tocantins," 13.880,91 "
2020,TO,miracema do tocantins," 33.104,87 "
2020,TO,miranorte," 22.799,82 "
2020,TO,monte do carmo," 28.665,33 "
2020,TO,monte santo do tocantins," 23.233,49 "
2020,TO,palmeiras do tocantins," 12.053,97 "
2020,TO,muricilândia," 15.999,14 "
2020,TO,natividade," 19.903,30 "
2020,TO,nazaré," 14.337,09 "
2020,TO,nova olinda," 24.599,70 "
2020,TO,nova rosalândia," 20.409,92 "
2020,TO,novo acordo," 15.981,80 "
2020,TO,novo alegre," 13.403,02 "
2020,TO,novo jardim," 13.435,71 "
2020,TO,oliveira de fátima," 21.258,45 "
2020,TO,palmeirante," 17.057,03 "
2020,TO,palmeirópolis," 18.358,73 "
2020,TO,paraíso do tocantins," 27.964,08 "
2020,TO,paranã," 32.223,69 "
2020,TO,pau d'arco," 16.751,04 "
2020,TO,pedro afonso," 46.071,77 "
2020,TO,peixe," 57.408,76 "
2020,TO,pequizeiro," 16.717,53 "
2020,TO,colméia," 20.645,59 "
2020,TO,pindorama do tocantins," 14.187,22 "
2020,TO,piraquê," 22.807,48 "
2020,TO,pium," 40.548,68 "
2020,TO,ponte alta do bom jesus," 12.854,92 "
2020,TO,ponte alta do tocantins," 12.444,99 "
2020,TO,porto alegre do tocantins," 12.570,97 "
2020,TO,porto nacional," 49.193,72 "
2020,TO,praia norte," 9.884,18 "
2020,TO,presidente kennedy," 15.791,38 "
2020,TO,pugmil," 30.121,65 "
2020,TO,recursolândia," 12.160,21 "
2020,TO,riachinho," 12.012,34 "
2020,TO,rio da conceição," 11.772,36 "
2020,TO,rio dos bois," 22.200,16 "
2020,TO,rio sono," 13.576,69 "
2020,TO,sampaio," 17.777,41 "
2020,TO,sandolândia," 28.524,20 "
2020,TO,santa fé do araguaia," 19.550,71 "
2020,TO,santa maria do tocantins," 32.626,07 "
2020,TO,santa rita do tocantins," 56.535,71 "
2020,TO,santa rosa do tocantins," 44.628,20 "
2020,TO,santa tereza do tocantins," 13.164,82 "
2020,TO,santa terezinha do tocantins," 14.765,92 "
2020,TO,são bento do tocantins," 12.023,81 "
2020,TO,são félix do tocantins," 17.236,50 "
2020,TO,são miguel do tocantins," 13.478,48 "
2020,TO,são salvador do tocantins," 13.748,97 "
2020,TO,são sebastião do tocantins," 11.445,99 "
2020,TO,são valério," 34.613,32 "
2020,TO,silvanópolis," 37.170,32 "
2020,TO,sítio novo do tocantins," 12.678,94 "
2020,TO,sucupira," 55.677,68 "
2020,TO,taguatinga," 14.300,16 "
2020,TO,taipas do tocantins," 14.344,75 "
2020,TO,talismã," 44.176,23 "
2020,TO,palmas," 32.452,56 "
2020,TO,tocantínia," 17.744,40 "
2020,TO,tocantinópolis," 15.200,50 "
2020,TO,tupirama," 49.193,05 "
2020,TO,tupiratins," 12.384,59 "
2020,TO,wanderlândia," 12.775,44 "
2020,TO,xambioá," 28.132,47 "
2020,MA,açailândia," 23.683,22 "
2020,MA,afonso cunha," 10.937,18 "
2020,MA,água doce do maranhão," 7.084,82 "
2020,MA,alcântara," 5.983,07 "
2020,MA,aldeias altas," 8.018,87 "
2020,MA,altamira do maranhão," 7.512,63 "
2020,MA,alto alegre do maranhão," 8.770,52 "
2020,MA,alto alegre do pindaré," 7.221,77 "
2020,MA,alto parnaíba," 43.877,65 "
2020,MA,amapá do maranhão," 7.841,48 "
2020,MA,amarante do maranhão," 8.010,30 "
2020,MA,anajatuba," 6.804,70 "
2020,MA,anapurus," 8.817,78 "
2020,MA,apicum-açu," 7.028,90 "
2020,MA,araguanã," 5.842,31 "
2020,MA,araioses," 5.902,11 "
2020,MA,arame," 7.688,94 "
2020,MA,arari," 9.107,14 "
2020,MA,axixá," 6.931,14 "
2020,MA,bacabal," 12.869,25 "
2020,MA,bacabeira," 18.212,68 "
2020,MA,bacuri," 5.988,01 "
2020,MA,bacurituba," 6.746,29 "
2020,MA,balsas," 49.786,61 "
2020,MA,barão de grajaú," 11.816,72 "
2020,MA,barra do corda," 8.452,38 "
2020,MA,barreirinhas," 7.938,48 "
2020,MA,belágua," 7.722,83 "
2020,MA,bela vista do maranhão," 7.579,26 "
2020,MA,benedito leite," 10.454,15 "
2020,MA,bequimão," 6.261,69 "
2020,MA,bernardo do mearim," 8.945,54 "
2020,MA,boa vista do gurupi," 7.160,76 "
2020,MA,bom jardim," 8.125,85 "
2020,MA,bom jesus das selvas," 9.517,12 "
2020,MA,bom lugar," 6.220,87 "
2020,MA,brejo," 9.096,81 "
2020,MA,brejo de areia," 6.993,27 "
2020,MA,buriti," 8.284,04 "
2020,MA,buriti bravo," 7.892,85 "
2020,MA,buriticupu," 9.162,96 "
2020,MA,buritirana," 7.367,75 "
2020,MA,cachoeira grande," 6.025,26 "
2020,MA,cajapió," 5.619,37 "
2020,MA,cajari," 5.748,61 "
2020,MA,campestre do maranhão," 13.475,45 "
2020,MA,cândido mendes," 7.355,68 "
2020,MA,cantanhede," 6.156,45 "
2020,MA,capinzal do norte," 17.241,23 "
2020,MA,carolina," 20.407,16 "
2020,MA,carutapera," 8.575,65 "
2020,MA,caxias," 11.564,24 "
2020,MA,cedral," 6.615,41 "
2020,MA,central do maranhão," 5.370,71 "
2020,MA,centro do guilherme," 6.279,13 "
2020,MA,centro novo do maranhão," 7.114,24 "
2020,MA,chapadinha," 9.880,06 "
2020,MA,cidelândia," 11.859,88 "
2020,MA,codó," 8.971,68 "
2020,MA,coelho neto," 7.828,56 "
2020,MA,colinas," 11.102,00 "
2020,MA,conceição do lago-açu," 8.146,21 "
2020,MA,coroatá," 7.318,00 "
2020,MA,cururupu," 7.067,57 "
2020,MA,davinópolis," 12.006,86 "
2020,MA,dom pedro," 10.487,88 "
2020,MA,duque bacelar," 6.893,60 "
2020,MA,esperantinópolis," 8.622,30 "
2020,MA,estreito," 23.101,62 "
2020,MA,feira nova do maranhão," 10.413,35 "
2020,MA,fernando falcão," 8.051,50 "
2020,MA,formosa da serra negra," 8.368,05 "
2020,MA,fortaleza dos nogueiras," 18.227,18 "
2020,MA,fortuna," 7.104,70 "
2020,MA,godofredo viana," 110.710,83 "
2020,MA,gonçalves dias," 7.397,33 "
2020,MA,governador archer," 7.608,40 "
2020,MA,governador edison lobão," 17.418,04 "
2020,MA,governador eugênio barros," 7.746,92 "
2020,MA,governador luiz rocha," 8.384,51 "
2020,MA,governador newton bello," 7.369,44 "
2020,MA,governador nunes freire," 8.849,43 "
2020,MA,graça aranha," 7.155,31 "
2020,MA,grajaú," 11.911,80 "
2020,MA,guimarães," 7.239,26 "
2020,MA,humberto de campos," 5.831,58 "
2020,MA,icatu," 6.321,76 "
2020,MA,igarapé do meio," 16.162,02 "
2020,MA,igarapé grande," 9.132,96 "
2020,MA,imperatriz," 27.880,96 "
2020,MA,itaipava do grajaú," 5.555,35 "
2020,MA,itapecuru mirim," 9.499,01 "
2020,MA,itinga do maranhão," 15.616,25 "
2020,MA,jatobá," 7.105,06 "
2020,MA,jenipapo dos vieiras," 6.290,62 "
2020,MA,joão lisboa," 9.874,08 "
2020,MA,joselândia," 7.038,75 "
2020,MA,junco do maranhão," 11.906,02 "
2020,MA,lago da pedra," 8.329,13 "
2020,MA,lago do junco," 6.354,47 "
2020,MA,lago verde," 8.022,93 "
2020,MA,lagoa do mato," 7.497,55 "
2020,MA,lago dos rodrigues," 11.796,42 "
2020,MA,lagoa grande do maranhão," 7.496,06 "
2020,MA,lajeado novo," 11.074,84 "
2020,MA,lima campos," 11.681,35 "
2020,MA,loreto," 28.761,21 "
2020,MA,luís domingues," 7.419,35 "
2020,MA,magalhães de almeida," 6.329,56 "
2020,MA,maracaçumé," 8.435,29 "
2020,MA,marajá do sena," 8.538,85 "
2020,MA,maranhãozinho," 6.305,80 "
2020,MA,mata roma," 10.107,27 "
2020,MA,matinha," 7.582,75 "
2020,MA,matões," 6.211,53 "
2020,MA,matões do norte," 4.924,04 "
2020,MA,milagres do maranhão," 8.186,24 "
2020,MA,mirador," 11.298,86 "
2020,MA,miranda do norte," 18.216,89 "
2020,MA,mirinzal," 6.985,60 "
2020,MA,monção," 7.069,51 "
2020,MA,montes altos," 7.896,41 "
2020,MA,morros," 6.674,91 "
2020,MA,nina rodrigues," 5.630,83 "
2020,MA,nova colinas," 13.574,66 "
2020,MA,nova iorque," 9.729,78 "
2020,MA,nova olinda do maranhão," 7.353,94 "
2020,MA,olho d'água das cunhãs," 8.480,11 "
2020,MA,olinda nova do maranhão," 6.324,14 "
2020,MA,paço do lumiar," 8.692,87 "
2020,MA,palmeirândia," 6.526,41 "
2020,MA,paraibano," 7.975,57 "
2020,MA,parnarama," 8.016,17 "
2020,MA,passagem franca," 8.835,43 "
2020,MA,pastos bons," 12.937,10 "
2020,MA,paulino neves," 6.008,85 "
2020,MA,paulo ramos," 7.586,91 "
2020,MA,pedreiras," 15.364,97 "
2020,MA,pedro do rosário," 6.088,30 "
2020,MA,penalva," 6.101,22 "
2020,MA,peri mirim," 5.677,97 "
2020,MA,peritoró," 8.756,71 "
2020,MA,pindaré-mirim," 9.677,57 "
2020,MA,pinheiro," 10.907,53 "
2020,MA,pio xii," 8.089,00 "
2020,MA,pirapemas," 6.711,38 "
2020,MA,poção de pedras," 8.111,82 "
2020,MA,porto franco," 28.981,50 "
2020,MA,porto rico do maranhão," 7.327,53 "
2020,MA,presidente dutra," 13.578,96 "
2020,MA,presidente juscelino," 6.565,27 "
2020,MA,presidente médici," 7.814,38 "
2020,MA,presidente sarney," 7.167,34 "
2020,MA,presidente vargas," 6.456,79 "
2020,MA,primeira cruz," 5.443,77 "
2020,MA,raposa," 8.349,90 "
2020,MA,riachão," 27.085,07 "
2020,MA,ribamar fiquene," 13.892,64 "
2020,MA,rosário," 9.402,08 "
2020,MA,sambaíba," 71.458,76 "
2020,MA,santa filomena do maranhão," 6.980,10 "
2020,MA,santa helena," 6.734,08 "
2020,MA,santa inês," 14.777,73 "
2020,MA,santa luzia," 8.453,09 "
2020,MA,santa luzia do paruá," 9.502,70 "
2020,MA,santa quitéria do maranhão," 7.388,05 "
2020,MA,santa rita," 7.603,05 "
2020,MA,santana do maranhão," 6.948,99 "
2020,MA,santo amaro do maranhão," 5.350,70 "
2020,MA,santo antônio dos lopes," 164.565,58 "
2020,MA,são benedito do rio preto," 7.527,99 "
2020,MA,são bento," 6.235,46 "
2020,MA,são bernardo," 9.083,47 "
2020,MA,são domingos do azeitão," 32.779,56 "
2020,MA,são domingos do maranhão," 9.479,45 "
2020,MA,são félix de balsas," 14.041,96 "
2020,MA,são francisco do brejão," 8.736,18 "
2020,MA,são francisco do maranhão," 6.799,06 "
2020,MA,são joão batista," 6.308,32 "
2020,MA,são joão do carú," 6.567,25 "
2020,MA,são joão do paraíso," 11.167,73 "
2020,MA,são joão do soter," 6.702,77 "
2020,MA,são joão dos patos," 11.537,35 "
2020,MA,são josé de ribamar," 12.095,58 "
2020,MA,são josé dos basílios," 7.453,00 "
2020,MA,são luís," 29.823,95 "
2020,MA,são luís gonzaga do maranhão," 7.669,79 "
2020,MA,são mateus do maranhão," 8.475,56 "
2020,MA,são pedro da água branca," 8.266,75 "
2020,MA,são pedro dos crentes," 15.130,49 "
2020,MA,são raimundo das mangabeiras," 32.189,93 "
2020,MA,são raimundo do doca bezerra," 7.837,25 "
2020,MA,são roberto," 6.810,52 "
2020,MA,são vicente ferrer," 6.144,03 "
2020,MA,satubinha," 5.690,84 "
