ano,uf,municipio,pib_pc
2020,MG,novorizonte," 11.129,51 "
2020,MG,olaria," 16.968,19 "
2020,MG,olhos-d'água," 35.151,89 "
2020,MG,olímpio noronha," 14.607,53 "
2020,MG,oliveira," 21.755,40 "
2020,MG,oliveira fortes," 16.312,60 "
2020,MG,onça de pitangui," 20.006,40 "
2020,MG,oratórios," 13.225,88 "
2020,MG,orizânia," 11.141,66 "
2020,MG,ouro branco," 114.801,85 "
2020,MG,ouro fino," 24.415,91 "
2020,MG,ouro preto," 50.312,19 "
2020,MG,ouro verde de minas," 10.053,61 "
2020,MG,padre carvalho," 8.775,32 "
2020,MG,padre paraíso," 10.079,61 "
2020,MG,paineiras," 15.930,22 "
2020,MG,pains," 45.652,53 "
2020,MG,pai pedro," 9.033,20 "
2020,MG,paiva," 16.976,94 "
2020,MG,palma," 13.378,91 "
2020,MG,palmópolis," 10.719,44 "
2020,MG,papagaios," 19.344,49 "
2020,MG,paracatu," 59.238,63 "
2020,MG,pará de minas," 35.693,36 "
2020,MG,paraguaçu," 26.103,44 "
2020,MG,paraisópolis," 25.241,43 "
2020,MG,paraopeba," 31.572,39 "
2020,MG,passabém," 13.382,83 "
2020,MG,passa quatro," 32.377,11 "
2020,MG,passa tempo," 36.299,61 "
2020,MG,passa vinte," 17.467,13 "
2020,MG,passos," 22.706,24 "
2020,MG,patis," 8.573,13 "
2020,MG,patos de minas," 35.161,35 "
2020,MG,patrocínio," 35.985,78 "
2020,MG,patrocínio do muriaé," 20.534,03 "
2020,MG,paula cândido," 12.047,19 "
2020,MG,paulistas," 12.665,36 "
2020,MG,pavão," 9.901,53 "
2020,MG,peçanha," 12.752,91 "
2020,MG,pedra azul," 13.264,36 "
2020,MG,pedra bonita," 11.618,70 "
2020,MG,pedra do anta," 15.253,83 "
2020,MG,pedra do indaiá," 26.841,82 "
2020,MG,pedra dourada," 14.369,13 "
2020,MG,pedralva," 13.157,90 "
2020,MG,pedras de maria da cruz," 8.060,72 "
2020,MG,pedrinópolis," 42.618,26 "
2020,MG,pedro leopoldo," 25.533,43 "
2020,MG,pedro teixeira," 14.647,62 "
2020,MG,pequeri," 15.236,95 "
2020,MG,pequi," 17.572,44 "
2020,MG,perdigão," 18.298,82 "
2020,MG,perdizes," 78.049,11 "
2020,MG,perdões," 26.988,11 "
2020,MG,periquito," 14.685,51 "
2020,MG,pescador," 10.310,37 "
2020,MG,piau," 26.050,26 "
2020,MG,piedade de caratinga," 13.049,30 "
2020,MG,piedade de ponte nova," 14.328,57 "
2020,MG,piedade do rio grande," 20.538,49 "
2020,MG,piedade dos gerais," 16.263,78 "
2020,MG,pimenta," 26.462,29 "
2020,MG,pingo-d'água," 9.274,61 "
2020,MG,pintópolis," 8.638,39 "
2020,MG,piracema," 38.941,90 "
2020,MG,pirajuba," 63.887,49 "
2020,MG,piranga," 10.746,39 "
2020,MG,piranguçu," 12.826,39 "
2020,MG,piranguinho," 14.552,24 "
2020,MG,pirapetinga," 49.191,65 "
2020,MG,pirapora," 40.008,12 "
2020,MG,piraúba," 17.212,09 "
2020,MG,pitangui," 20.654,96 "
2020,MG,piumhi," 29.994,43 "
2020,MG,planura," 43.641,33 "
2020,MG,poço fundo," 19.328,78 "
2020,MG,poços de caldas," 47.397,24 "
2020,MG,pocrane," 12.405,63 "
2020,MG,pompéu," 29.312,32 "
2020,MG,ponte nova," 33.132,34 "
2020,MG,ponto chique," 11.232,80 "
2020,MG,ponto dos volantes," 9.040,58 "
2020,MG,porteirinha," 11.647,60 "
2020,MG,porto firme," 9.826,48 "
2020,MG,poté," 9.787,71 "
2020,MG,pouso alegre," 53.360,98 "
2020,MG,pouso alto," 54.800,62 "
2020,MG,prados," 22.793,77 "
2020,MG,prata," 40.520,41 "
2020,MG,pratápolis," 21.221,91 "
2020,MG,pratinha," 33.899,97 "
2020,MG,presidente bernardes," 10.945,40 "
2020,MG,presidente juscelino," 14.907,53 "
2020,MG,presidente kubitschek," 10.965,84 "
2020,MG,presidente olegário," 28.751,77 "
2020,MG,alto jequitibá," 13.410,81 "
2020,MG,prudente de morais," 16.203,30 "
2020,MG,quartel geral," 18.848,23 "
2020,MG,queluzito," 19.487,70 "
2020,MG,raposos," 15.586,37 "
2020,MG,raul soares," 15.192,10 "
2020,MG,recreio," 10.498,16 "
2020,MG,reduto," 14.794,69 "
2020,MG,resende costa," 16.691,36 "
2020,MG,resplendor," 14.465,83 "
2020,MG,ressaquinha," 57.778,14 "
2020,MG,riachinho," 16.684,32 "
2020,MG,riacho dos machados," 47.007,83 "
2020,MG,ribeirão das neves," 13.099,23 "
2020,MG,ribeirão vermelho," 27.918,18 "
2020,MG,rio acima," 23.266,26 "
2020,MG,rio casca," 16.300,71 "
2020,MG,rio doce," 18.786,49 "
2020,MG,rio do prado," 9.824,60 "
2020,MG,rio espera," 9.985,01 "
2020,MG,rio manso," 17.471,88 "
2020,MG,rio novo," 13.070,42 "
2020,MG,rio paranaíba," 60.336,12 "
2020,MG,rio pardo de minas," 9.192,71 "
2020,MG,rio piracicaba," 60.207,35 "
2020,MG,rio pomba," 22.357,48 "
2020,MG,rio preto," 12.697,15 "
2020,MG,rio vermelho," 9.786,27 "
2020,MG,ritápolis," 17.685,75 "
2020,MG,rochedo de minas," 47.799,58 "
2020,MG,rodeiro," 55.863,92 "
2020,MG,romaria," 49.001,23 "
2020,MG,rosário da limeira," 11.540,78 "
2020,MG,rubelita," 10.518,05 "
2020,MG,rubim," 9.918,58 "
2020,MG,sabará," 22.999,64 "
2020,MG,sabinópolis," 13.189,94 "
2020,MG,sacramento," 61.065,89 "
2020,MG,salinas," 14.367,05 "
2020,MG,salto da divisa," 14.582,70 "
2020,MG,santa bárbara," 34.859,60 "
2020,MG,santa bárbara do leste," 11.900,90 "
2020,MG,santa bárbara do monte verde," 16.014,68 "
2020,MG,santa bárbara do tugúrio," 15.355,35 "
2020,MG,santa cruz de minas," 10.312,09 "
2020,MG,santa cruz de salinas," 10.812,57 "
2020,MG,santa cruz do escalvado," 12.275,80 "
2020,MG,santa efigênia de minas," 10.619,49 "
2020,MG,santa fé de minas," 12.867,88 "
2020,MG,santa helena de minas," 8.512,39 "
2020,MG,santa juliana," 48.973,02 "
2020,MG,santa luzia," 20.505,41 "
2020,MG,santa margarida," 18.756,60 "
2020,MG,santa maria de itabira," 17.404,04 "
2020,MG,santa maria do salto," 9.002,23 "
2020,MG,santa maria do suaçuí," 10.633,40 "
2020,MG,santana da vargem," 22.466,55 "
2020,MG,santana de cataguases," 11.767,31 "
2020,MG,santana de pirapama," 13.670,55 "
2020,MG,santana do deserto," 11.311,05 "
2020,MG,santana do garambéu," 14.257,44 "
2020,MG,santana do jacaré," 19.815,61 "
2020,MG,santana do manhuaçu," 16.300,00 "
2020,MG,santana do paraíso," 21.964,52 "
2020,MG,santana do riacho," 20.829,39 "
2020,MG,santana dos montes," 12.088,82 "
2020,MG,santa rita de caldas," 20.668,11 "
2020,MG,santa rita de jacutinga," 13.777,15 "
2020,MG,santa rita de minas," 17.215,93 "
2020,MG,santa rita de ibitipoca," 18.783,42 "
2020,MG,santa rita do itueto," 22.460,91 "
2020,MG,santa rita do sapucaí," 37.969,30 "
2020,MG,santa rosa da serra," 22.156,20 "
2020,MG,santa vitória," 35.039,62 "
2020,MG,santo antônio do amparo," 17.170,10 "
2020,MG,santo antônio do aventureiro," 15.545,66 "
2020,MG,santo antônio do grama," 20.433,40 "
2020,MG,santo antônio do itambé," 11.420,27 "
2020,MG,santo antônio do jacinto," 8.709,97 "
2020,MG,santo antônio do monte," 24.527,56 "
2020,MG,santo antônio do retiro," 8.463,50 "
2020,MG,santo antônio do rio abaixo," 15.871,23 "
2020,MG,santo hipólito," 14.311,29 "
2020,MG,santos dumont," 22.040,91 "
2020,MG,são bento abade," 14.576,19 "
2020,MG,são brás do suaçuí," 18.417,32 "
2020,MG,são domingos das dores," 13.976,14 "
2020,MG,são domingos do prata," 16.496,65 "
2020,MG,são félix de minas," 12.800,20 "
2020,MG,são francisco," 10.369,52 "
2020,MG,são francisco de paula," 16.980,87 "
2020,MG,são francisco de sales," 24.920,51 "
2020,MG,são francisco do glória," 13.983,11 "
2020,MG,são geraldo," 19.263,95 "
2020,MG,são geraldo da piedade," 10.271,90 "
2020,MG,são geraldo do baixio," 11.847,17 "
2020,MG,são gonçalo do abaeté," 30.520,01 "
2020,MG,são gonçalo do pará," 17.964,97 "
2020,MG,são gonçalo do rio abaixo," 224.983,89 "
2020,MG,são gonçalo do sapucaí," 30.370,58 "
2020,MG,são gotardo," 27.445,84 "
2020,MG,são joão batista do glória," 26.771,01 "
2020,MG,são joão da lagoa," 11.103,00 "
2020,MG,são joão da mata," 18.282,42 "
2020,MG,são joão da ponte," 10.177,25 "
2020,MG,são joão das missões," 6.855,16 "
2020,MG,são joão del rei," 27.659,48 "
2020,MG,são joão do manhuaçu," 12.978,78 "
2020,MG,são joão do manteninha," 12.345,97 "
2020,MG,são joão do oriente," 13.545,19 "
2020,MG,são joão do pacuí," 9.023,87 "
2020,MG,são joão do paraíso," 10.651,84 "
2020,MG,são joão evangelista," 13.930,45 "
2020,MG,são joão nepomuceno," 16.277,41 "
2020,MG,são joaquim de bicas," 22.018,67 "
2020,MG,são josé da barra," 108.329,20 "
2020,MG,são josé da lapa," 23.295,01 "
2020,MG,são josé da safira," 9.403,60 "
2020,MG,são josé da varginha," 21.076,25 "
2020,MG,são josé do alegre," 12.371,06 "
2020,MG,são josé do divino," 11.829,71 "
2020,MG,são josé do goiabal," 11.351,67 "
2020,MG,são josé do jacuri," 14.911,95 "
2020,MG,são josé do mantimento," 14.109,66 "
2020,MG,são lourenço," 22.617,36 "
2020,MG,são miguel do anta," 13.634,86 "
2020,MG,são pedro da união," 23.771,91 "
2020,MG,são pedro dos ferros," 15.987,95 "
2020,MG,são pedro do suaçuí," 15.099,81 "
2020,MG,são romão," 13.446,49 "
2020,MG,são roque de minas," 39.268,41 "
2020,MG,são sebastião da bela vista," 70.688,08 "
2020,MG,são sebastião da vargem alegre," 17.558,83 "
2020,MG,são sebastião do anta," 12.439,19 "
2020,MG,são sebastião do maranhão," 9.332,97 "
2020,MG,são sebastião do oeste," 87.340,22 "
2020,MG,são sebastião do paraíso," 28.923,00 "
2020,MG,são sebastião do rio preto," 15.725,92 "
2020,MG,são sebastião do rio verde," 15.399,50 "
2020,MG,são tiago," 18.855,38 "
2020,MG,são tomás de aquino," 23.728,13 "
2020,MG,são tomé das letras," 15.920,53 "
2020,MG,são vicente de minas," 23.311,62 "
2020,MG,sapucaí-mirim," 15.674,70 "
2020,MG,sardoá," 10.076,29 "
2020,MG,sarzedo," 34.967,99 "
2020,MG,setubinha," 8.365,74 "
2020,MG,sem-peixe," 12.887,31 "
2020,MG,senador amaral," 14.350,04 "
2020,MG,senador cortes," 17.482,98 "
2020,MG,senador firmino," 12.778,57 "
2020,MG,senador josé bento," 19.461,99 "
2020,MG,senador modestino gonçalves," 21.102,69 "
2020,MG,senhora de oliveira," 12.951,74 "
2020,MG,senhora do porto," 11.518,37 "
2020,MG,senhora dos remédios," 9.711,31 "
2020,MG,sericita," 15.487,36 "
2020,MG,seritinga," 22.906,50 "
2020,MG,serra azul de minas," 8.961,35 "
2020,MG,serra da saudade," 27.133,08 "
2020,MG,serra dos aimorés," 9.348,91 "
2020,MG,serra do salitre," 52.184,95 "
2020,MG,serrania," 18.752,62 "
2020,MG,serranópolis de minas," 8.381,95 "
2020,MG,serranos," 16.732,00 "
2020,MG,serro," 12.988,02 "
2020,MG,sete lagoas," 38.250,03 "
2020,MG,silveirânia," 14.283,56 "
2020,MG,silvianópolis," 21.252,51 "
2020,MG,simão pereira," 39.588,90 "
2020,MG,simonésia," 12.480,89 "
2020,MG,sobrália," 10.951,55 "
2020,MG,soledade de minas," 11.896,31 "
2020,MG,tabuleiro," 16.961,41 "
2020,MG,taiobeiras," 14.714,39 "
2020,MG,taparuba," 14.257,09 "
2020,MG,tapira," 122.976,59 "
2020,MG,tapiraí," 26.077,47 "
2020,MG,taquaraçu de minas," 14.327,81 "
2020,MG,tarumirim," 11.666,26 "
2020,MG,teixeiras," 13.849,90 "
2020,MG,teófilo otoni," 19.873,45 "
2020,MG,timóteo," 40.195,42 "
2020,MG,tiradentes," 21.071,47 "
2020,MG,tiros," 45.315,75 "
2020,MG,tocantins," 18.391,83 "
2020,MG,tocos do moji," 14.923,00 "
2020,MG,toledo," 13.114,22 "
2020,MG,tombos," 14.510,44 "
2020,MG,três corações," 32.604,19 "
2020,MG,três marias," 90.315,57 "
2020,MG,três pontas," 27.366,84 "
2020,MG,tumiritinga," 10.630,94 "
2020,MG,tupaciguara," 33.536,90 "
2020,MG,turmalina," 20.978,30 "
2020,MG,turvolândia," 22.609,33 "
2020,MG,ubá," 28.249,62 "
2020,MG,ubaí," 8.329,26 "
2020,MG,ubaporanga," 12.188,77 "
2020,MG,uberaba," 50.997,49 "
2020,MG,uberlândia," 53.828,78 "
2020,MG,umburatiba," 18.612,89 "
2020,MG,unaí," 39.131,90 "
2020,MG,união de minas," 27.214,37 "
2020,MG,uruana de minas," 20.513,00 "
2020,MG,urucânia," 23.359,53 "
2020,MG,urucuia," 9.004,03 "
2020,MG,vargem alegre," 10.598,88 "
2020,MG,vargem bonita," 28.573,82 "
2020,MG,vargem grande do rio pardo," 11.753,64 "
2020,MG,varginha," 45.797,14 "
2020,MG,varjão de minas," 29.105,78 "
2020,MG,várzea da palma," 22.457,68 "
2020,MG,varzelândia," 9.037,70 "
2020,MG,vazante," 43.090,61 "
2020,MG,verdelândia," 10.049,78 "
2020,MG,veredinha," 21.136,08 "
2020,MG,veríssimo," 32.305,56 "
2020,MG,vermelho novo," 10.561,66 "
2020,MG,vespasiano," 20.876,80 "
2020,MG,viçosa," 22.472,92 "
2020,MG,vieiras," 13.305,54 "
2020,MG,mathias lobato," 13.276,07 "
2020,MG,virgem da lapa," 9.030,64 "
2020,MG,virgínia," 18.837,01 "
2020,MG,virginópolis," 15.536,94 "
2020,MG,virgolândia," 10.291,99 "
2020,MG,visconde do rio branco," 30.276,85 "
2020,MG,volta grande," 24.050,74 "
2020,MG,wenceslau braz," 11.996,43 "
2020,ES,afonso cláudio," 16.381,42 "
2020,ES,águia branca," 19.988,55 "
2020,ES,água doce do norte," 15.215,01 "
2020,ES,alegre," 16.835,23 "
2020,ES,alfredo chaves," 25.296,31 "
2020,ES,alto rio novo," 12.352,51 "
2020,ES,anchieta," 34.679,39 "
2020,ES,apiacá," 13.791,42 "
2020,ES,aracruz," 43.460,00 "
2020,ES,atílio vivácqua," 26.150,20 "
2020,ES,baixo guandu," 27.672,34 "
2020,ES,barra de são francisco," 22.369,64 "
2020,ES,boa esperança," 15.245,58 "
2020,ES,bom jesus do norte," 18.178,47 "
2020,ES,brejetuba," 21.022,54 "
2020,ES,cachoeiro de itapemirim," 25.235,59 "
2020,ES,cariacica," 26.634,35 "
2020,ES,castelo," 29.086,42 "
2020,ES,colatina," 30.949,91 "
2020,ES,conceição da barra," 16.360,16 "
2020,ES,conceição do castelo," 18.835,39 "
2020,ES,divino de são lourenço," 16.137,32 "
2020,ES,domingos martins," 24.786,25 "
2020,ES,dores do rio preto," 24.492,79 "
2020,ES,ecoporanga," 15.839,26 "
2020,ES,fundão," 18.345,92 "
2020,ES,governador lindenberg," 19.450,98 "
2020,ES,guaçuí," 18.016,73 "
2020,ES,guarapari," 18.272,89 "
2020,ES,ibatiba," 14.250,85 "
2020,ES,ibiraçu," 21.550,77 "
2020,ES,ibitirama," 17.645,21 "
2020,ES,iconha," 21.866,76 "
2020,ES,irupi," 18.975,86 "
2020,ES,itaguaçu," 19.704,26 "
2020,ES,itapemirim," 93.609,55 "
2020,ES,itarana," 20.637,28 "
2020,ES,iúna," 18.145,39 "
2020,ES,jaguaré," 20.973,92 "
2020,ES,jerônimo monteiro," 12.173,08 "
2020,ES,joão neiva," 22.928,77 "
2020,ES,laranja da terra," 14.277,54 "
2020,ES,linhares," 37.766,15 "
2020,ES,mantenópolis," 10.924,32 "
2020,ES,marataízes," 93.156,70 "
2020,ES,marechal floriano," 29.182,12 "
2020,ES,marilândia," 17.400,13 "
2020,ES,mimoso do sul," 18.762,12 "
2020,ES,montanha," 19.453,80 "
2020,ES,mucurici," 15.935,37 "
2020,ES,muniz freire," 19.837,11 "
2020,ES,muqui," 13.041,68 "
2020,ES,nova venécia," 23.957,48 "
2020,ES,pancas," 11.996,28 "
2020,ES,pedro canário," 13.216,66 "
2020,ES,pinheiros," 24.968,29 "
2020,ES,piúma," 26.545,50 "
2020,ES,ponto belo," 11.836,09 "
2020,ES,presidente kennedy," 301.474,89 "
2020,ES,rio bananal," 22.149,04 "
2020,ES,rio novo do sul," 17.699,99 "
2020,ES,santa leopoldina," 23.088,30 "
2020,ES,santa maria de jetibá," 37.073,21 "
2020,ES,santa teresa," 20.767,54 "
2020,ES,são domingos do norte," 29.612,66 "
2020,ES,são gabriel da palha," 17.575,59 "
2020,ES,são josé do calçado," 16.407,93 "
2020,ES,são mateus," 19.404,96 "
2020,ES,são roque do canaã," 16.621,26 "
2020,ES,serra," 47.567,82 "
2020,ES,sooretama," 17.704,35 "
2020,ES,vargem alta," 16.977,93 "
2020,ES,venda nova do imigrante," 25.055,72 "
2020,ES,viana," 45.523,90 "
2020,ES,vila pavão," 16.261,20 "
2020,ES,vila valério," 22.498,58 "
2020,ES,vila velha," 25.115,27 "
2020,ES,vitória," 69.628,40 "
2020,RJ,angra dos reis," 51.816,01 "
2020,RJ,aperibé," 18.754,87 "
2020,RJ,araruama," 26.276,01 "
2020,RJ,areal," 30.752,45 "
2020,RJ,armação dos búzios," 60.447,32 "
2020,RJ,arraial do cabo," 59.910,14 "
2020,RJ,barra do piraí," 24.500,58 "
2020,RJ,barra mansa," 31.943,28 "
2020,RJ,belford roxo," 17.079,09 "
2020,RJ,bom jardim," 31.398,53 "
2020,RJ,bom jesus do itabapoana," 23.373,40 "
2020,RJ,cabo frio," 40.530,43 "
2020,RJ,cachoeiras de macacu," 20.494,38 "
2020,RJ,cambuci," 26.109,56 "
2020,RJ,carapebus," 26.481,62 "
2020,RJ,comendador levy gasparian," 56.829,17 "
2020,RJ,campos dos goytacazes," 46.641,88 "
2020,RJ,cantagalo," 37.588,77 "
2020,RJ,cardoso moreira," 27.577,00 "
2020,RJ,carmo," 30.557,41 "
2020,RJ,casimiro de abreu," 35.133,80 "
2020,RJ,conceição de macabu," 17.978,19 "
2020,RJ,cordeiro," 18.801,97 "
2020,RJ,duas barras," 20.742,44 "
2020,RJ,duque de caxias," 50.997,67 "
2020,RJ,engenheiro paulo de frontin," 19.377,75 "
2020,RJ,guapimirim," 19.142,34 "
2020,RJ,iguaba grande," 19.625,18 "
2020,RJ,itaboraí," 22.338,03 "
2020,RJ,itaguaí," 65.543,64 "
2020,RJ,italva," 25.525,78 "
2020,RJ,itaocara," 27.226,38 "
2020,RJ,itaperuna," 31.955,92 "
2020,RJ,itatiaia," 143.113,69 "
2020,RJ,japeri," 13.826,86 "
2020,RJ,laje do muriaé," 22.728,28 "
2020,RJ,macaé," 58.618,72 "
2020,RJ,macuco," 35.356,73 "
2020,RJ,magé," 18.027,90 "
2020,RJ,mangaratiba," 58.605,59 "
2020,RJ,maricá," 216.519,52 "
2020,RJ,mendes," 19.639,01 "
2020,RJ,mesquita," 14.333,14 "
2020,RJ,miguel pereira," 23.290,31 "
2020,RJ,miracema," 23.411,36 "
2020,RJ,natividade," 21.061,01 "
2020,RJ,nilópolis," 18.346,58 "
2020,RJ,niterói," 79.464,67 "
2020,RJ,nova friburgo," 29.721,91 "
2020,RJ,nova iguaçu," 20.895,09 "
2020,RJ,paracambi," 19.013,70 "
2020,RJ,paraíba do sul," 29.184,90 "
2020,RJ,paraty," 39.657,61 "
2020,RJ,paty do alferes," 22.970,95 "
2020,RJ,petrópolis," 50.185,98 "
2020,RJ,pinheiral," 30.642,95 "
2020,RJ,piraí," 88.440,87 "
2020,RJ,porciúncula," 21.906,25 "
2020,RJ,porto real," 121.817,60 "
2020,RJ,quatis," 21.400,10 "
2020,RJ,queimados," 25.446,02 "
2020,RJ,quissamã," 121.304,16 "
2020,RJ,resende," 61.373,00 "
2020,RJ,rio bonito," 28.558,78 "
2020,RJ,rio claro," 25.249,78 "
2020,RJ,rio das flores," 29.516,65 "
2020,RJ,rio das ostras," 40.864,56 "
2020,RJ,rio de janeiro," 49.094,40 "
2020,RJ,santa maria madalena," 20.431,41 "
2020,RJ,santo antônio de pádua," 27.632,36 "
2020,RJ,são francisco de itabapoana," 29.515,28 "
2020,RJ,são fidélis," 20.738,50 "
2020,RJ,são gonçalo," 17.406,10 "
2020,RJ,são joão da barra," 177.439,19 "
2020,RJ,são joão de meriti," 19.243,71 "
2020,RJ,são josé de ubá," 23.435,25 "
2020,RJ,são josé do vale do rio preto," 32.270,16 "
2020,RJ,são pedro da aldeia," 24.435,48 "
2020,RJ,são sebastião do alto," 24.581,86 "
2020,RJ,sapucaia," 45.801,60 "
2020,RJ,saquarema," 167.325,94 "
2020,RJ,seropédica," 55.744,92 "
2020,RJ,silva jardim," 25.717,25 "
2020,RJ,sumidouro," 39.011,29 "
2020,RJ,tanguá," 17.939,87 "
2020,RJ,teresópolis," 31.301,05 "
2020,RJ,trajano de moraes," 21.687,10 "
2020,RJ,três rios," 65.103,57 "
2020,RJ,valença," 29.267,52 "
2020,RJ,varre-sai," 22.307,77 "
2020,RJ,vassouras," 34.581,66 "
2020,RJ,volta redonda," 42.448,64 "
2020,SP,adamantina," 35.788,26 "
2020,SP,adolfo," 38.464,09 "
2020,SP,aguaí," 31.446,28 "
2020,SP,águas da prata," 22.718,42 "
2020,SP,águas de lindóia," 26.418,38 "
2020,SP,águas de santa bárbara," 32.824,76 "
2020,SP,águas de são pedro," 39.186,70 "
2020,SP,agudos," 61.799,10 "
2020,SP,alambari," 19.832,91 "
2020,SP,alfredo marcondes," 26.263,11 "
2020,SP,altair," 26.679,18 "
2020,SP,altinópolis," 40.198,44 "
2020,SP,alto alegre," 28.574,33 "
2020,SP,alumínio," 119.952,09 "
2020,SP,álvares florence," 30.750,75 "
2020,SP,álvares machado," 24.598,56 "
2020,SP,álvaro de carvalho," 10.112,46 "
2020,SP,alvinlândia," 17.789,73 "
2020,SP,americana," 49.907,97 "
2020,SP,américo brasiliense," 26.705,95 "
2020,SP,américo de campos," 18.248,55 "
2020,SP,amparo," 63.521,24 "
2020,SP,analândia," 38.762,45 "
2020,SP,andradina," 46.733,61 "
2020,SP,angatuba," 51.817,83 "
2020,SP,anhembi," 22.752,36 "
2020,SP,anhumas," 20.017,33 "
2020,SP,aparecida," 27.206,69 "
2020,SP,aparecida d'oeste," 37.490,85 "
2020,SP,apiaí," 29.682,44 "
2020,SP,araçariguama," 140.809,35 "
2020,SP,araçatuba," 41.913,02 "
2020,SP,araçoiaba da serra," 28.068,97 "
2020,SP,aramina," 27.533,57 "
2020,SP,arandu," 28.695,30 "
2020,SP,arapeí," 16.212,51 "
2020,SP,araraquara," 44.813,53 "
2020,SP,araras," 47.779,64 "
2020,SP,arco-íris," 47.412,65 "
2020,SP,arealva," 28.362,70 "
2020,SP,areias," 14.580,15 "
2020,SP,areiópolis," 13.182,41 "
2020,SP,ariranha," 99.204,40 "
2020,SP,artur nogueira," 26.702,02 "
2020,SP,arujá," 83.735,27 "
2020,SP,aspásia," 22.012,50 "
2020,SP,assis," 35.535,60 "
2020,SP,atibaia," 51.443,08 "
2020,SP,auriflama," 21.323,70 "
2020,SP,avaí," 72.824,31 "
2020,SP,avanhandava," 35.438,28 "
2020,SP,avaré," 30.896,52 "
2020,SP,bady bassitt," 26.249,59 "
2020,SP,balbinos," 10.441,93 "
2020,SP,bálsamo," 27.025,50 "
2020,SP,bananal," 18.548,14 "
2020,SP,barão de antonina," 19.732,55 "
2020,SP,barbosa," 15.992,51 "
2020,SP,bariri," 38.508,74 "
2020,SP,barra bonita," 38.059,67 "
2020,SP,barra do chapéu," 24.982,55 "
2020,SP,barra do turvo," 14.303,74 "
2020,SP,barretos," 40.621,11 "
2020,SP,barrinha," 16.688,68 "
2020,SP,barueri," 185.046,58 "
2020,SP,bastos," 46.690,01 "
2020,SP,batatais," 33.118,93 "
2020,SP,bauru," 40.021,97 "
2020,SP,bebedouro," 41.504,95 "
2020,SP,bento de abreu," 69.395,89 "
2020,SP,bernardino de campos," 27.022,96 "
2020,SP,bertioga," 29.433,13 "
2020,SP,bilac," 33.004,63 "
2020,SP,birigui," 29.382,24 "
2020,SP,biritiba mirim," 30.219,33 "
2020,SP,boa esperança do sul," 24.116,40 "
2020,SP,bocaina," 18.981,50 "
2020,SP,bofete," 17.188,66 "
2020,SP,boituva," 48.024,19 "
2020,SP,bom jesus dos perdões," 41.935,29 "
2020,SP,bom sucesso de itararé," 16.390,90 "
2020,SP,borá," 81.601,28 "
2020,SP,boracéia," 92.233,02 "
2020,SP,borborema," 28.908,67 "
2020,SP,borebi," 25.466,61 "
2020,SP,botucatu," 34.357,99 "
2020,SP,bragança paulista," 39.824,05 "
2020,SP,braúna," 20.163,70 "
2020,SP,brejo alegre," 20.966,75 "
2020,SP,brodowski," 31.848,16 "
2020,SP,brotas," 41.398,58 "
2020,SP,buri," 33.386,71 "
2020,SP,buritama," 41.206,49 "
2020,SP,buritizal," 51.823,27 "
2020,SP,cabrália paulista," 19.309,33 "
2020,SP,cabreúva," 104.273,37 "
2020,SP,caçapava," 48.021,97 "
2020,SP,cachoeira paulista," 18.937,50 "
2020,SP,caconde," 25.093,70 "
2020,SP,cafelândia," 34.444,32 "
2020,SP,caiabu," 16.214,04 "
2020,SP,caieiras," 39.023,54 "
2020,SP,caiuá," 14.950,98 "
2020,SP,cajamar," 266.875,13 "
2020,SP,cajati," 55.946,93 "
2020,SP,cajobi," 16.173,33 "
2020,SP,cajuru," 26.218,01 "
2020,SP,campina do monte alegre," 22.643,07 "
2020,SP,campinas," 53.896,97 "
2020,SP,campo limpo paulista," 25.669,04 "
2020,SP,campos do jordão," 24.355,76 "
2020,SP,campos novos paulista," 37.963,58 "
2020,SP,cananéia," 20.929,13 "
2020,SP,canas," 21.705,39 "
2020,SP,cândido mota," 44.392,85 "
2020,SP,cândido rodrigues," 39.394,80 "
2020,SP,canitar," 29.727,28 "
2020,SP,capão bonito," 23.973,91 "
2020,SP,capela do alto," 16.172,39 "
2020,SP,capivari," 42.575,27 "
2020,SP,caraguatatuba," 31.526,24 "
2020,SP,carapicuíba," 15.437,46 "
2020,SP,cardoso," 24.267,11 "
2020,SP,casa branca," 34.523,67 "
2020,SP,cássia dos coqueiros," 101.646,04 "
2020,SP,castilho," 54.893,77 "
2020,SP,catanduva," 39.869,67 "
2020,SP,catiguá," 17.077,50 "
2020,SP,cedral," 41.650,03 "
2020,SP,cerqueira césar," 40.842,40 "
2020,SP,cerquilho," 40.306,55 "
2020,SP,cesário lange," 27.931,34 "
2020,SP,charqueada," 25.154,89 "
2020,SP,clementina," 15.795,42 "
2020,SP,colina," 66.477,77 "
2020,SP,colômbia," 60.584,94 "
2020,SP,conchal," 29.987,69 "
2020,SP,conchas," 21.380,95 "
2020,SP,cordeirópolis," 132.627,29 "
2020,SP,coroados," 32.473,23 "
2020,SP,coronel macedo," 27.418,67 "
2020,SP,corumbataí," 63.796,71 "
2020,SP,cosmópolis," 26.871,01 "
2020,SP,cosmorama," 53.928,42 "
2020,SP,cotia," 55.360,97 "
2020,SP,cravinhos," 39.589,82 "
2020,SP,cristais paulista," 32.076,08 "
2020,SP,cruzália," 57.572,26 "
2020,SP,cruzeiro," 32.357,47 "
2020,SP,cubatão," 120.940,49 "
2020,SP,cunha," 13.857,47 "
2020,SP,descalvado," 54.789,02 "
